student_id,avg_grade,grade_std,avg_ai_prob,max_ai_prob,avg_similarity,avg_drift,max_drift,avg_delay,avg_composite_risk,max_composite_risk,submission_count,risk_tier
S0000,69.41504929057587,5.282950504679953,0.1956332306179889,0.5145680836879413,0.3610289961012642,0.4579711622877765,1.4009287698774822,14.6,0.3094448378358321,0.5036708169999433,60,Medium
S0001,53.09986103211195,5.601851509124455,0.0974255157357652,0.311240674523813,0.2177604464723097,0.12558318774190327,0.6893025015218395,4.433333333333334,0.1450508304359679,0.28389105503435874,60,Low
S0002,62.79987824924884,5.616466114786554,0.25682866483873396,0.5429880067260621,0.39475287070854276,0.8661953434780986,1.9762095258254107,13.766666666666667,0.3928175465426227,0.602905095176044,60,Medium
S0003,57.94433962950755,4.954838480611131,0.15692870925756358,0.3892491458308288,0.2914186012623594,0.2909705904401266,1.2341001996189638,21.016666666666666,0.2752031990687612,0.4654524212749207,60,Medium
S0004,58.543313364088114,5.0974544960228005,0.06846537150650853,0.2987961464168096,0.19286942034567547,0.25989127206725515,1.8931069546230774,14.65,0.17864824744503466,0.36993622411441146,60,Low
S0005,72.27590483306102,4.3122547783211065,0.0788155320627299,0.2706719687447371,0.19757620991823185,0.9676759907759064,1.9413072021062654,9.2,0.2507022842667263,0.42503101407832106,60,Medium
S0006,63.307183755496744,5.039389962679001,0.14391183985208209,0.3903045207845384,0.29416996239201737,0.8674360145734779,1.994695198762107,3.8833333333333333,0.2782668065228794,0.48747505072875663,60,Medium
S0007,62.235214523254186,5.276404857191078,0.26101310883682244,0.6783404152902002,0.38991872057348975,1.024669597763296,1.9862156782362095,20.383333333333333,0.4376691275228473,0.7113620491054339,60,High
S0008,57.09546419907461,5.738238053321021,0.13179548956500675,0.3844586236752149,0.2803660611665116,0.3526330672565517,1.6120014446567676,8.666666666666666,0.22167078124769668,0.4489358826574447,60,Medium
S0009,60.08953714327139,4.596595032151803,0.08866005670169633,0.367371758950112,0.2532732653153268,0.9514712059154716,1.993556595019674,13.966666666666667,0.288841097783696,0.5127919226028096,60,Medium
S0010,81.94752894593545,5.368963378977953,0.04599894753544933,0.2394303334325913,0.15962660206971407,0.9212267127426406,1.8721059504071098,9.6,0.22082852400718597,0.403979972104904,60,Medium
S0011,59.7953186722033,5.63127910649719,0.16336090591912916,0.401513765732742,0.3154255003997339,0.8241796159793722,1.9128978099529856,17.95,0.339358076056919,0.5582845736723197,60,Medium
S0012,78.07056263626751,5.20206812312432,0.11866278422264738,0.4104991906005486,0.2535301236867128,0.6647813044225797,1.9962396863583414,19.283333333333335,0.2865080111925574,0.4643388228787802,60,Medium
S0013,71.30938680857187,4.529462687505649,0.07360366671707048,0.3146266334881518,0.19881698002899637,0.9369608438245304,1.9503149086594065,5.533333333333333,0.23171095995990218,0.4292269904425673,60,Medium
S0014,72.21542798319697,4.8724698417055565,0.15423752970794757,0.3919215988530656,0.30789621811001827,0.7953516484065319,1.9967697024140998,18.05,0.33000725920636975,0.5180197892344798,60,Medium
S0015,75.15077519879473,6.4859441395646735,0.19148006353059446,0.3996971778842295,0.30222291580526295,0.9055180904091695,1.9813488706430786,11.966666666666667,0.33383767516586926,0.5141145823249406,60,Medium
S0016,78.66299742227679,4.9824837035102725,0.06567613318435414,0.344573750917603,0.17620726903550615,0.3612452275564581,1.4060216893439463,18.233333333333334,0.19837929476451205,0.3797984694505552,60,Low
S0017,71.93462472262364,5.152090919898322,0.11954741976780585,0.3374795151526285,0.25323974998921933,0.582662109494365,1.9448752174639505,11.633333333333333,0.24725878066993534,0.5008628956445471,60,Medium
S0018,61.79929999497514,4.9801282108413,0.11252507915399503,0.2911600955111268,0.25593505945805844,0.4695799622330813,1.5528486396432728,6.566666666666666,0.21356463839932413,0.4274454011218969,60,Medium
S0019,68.04926454554014,5.323851845475444,0.11777177747404448,0.3724305709636908,0.23904610697771134,0.201539483090978,1.1407970146499764,6.583333333333333,0.17579695074668297,0.34500719148506387,60,Low
S0020,65.28281144337953,5.343696455260462,0.18171700423055442,0.4730784493181551,0.3509446266689758,0.7305737658537811,1.9827174951730324,18.45,0.34878183218166836,0.5726124304262993,60,Medium
S0021,74.0553445613921,5.426166917257591,0.0754265154268892,0.3324620323339508,0.24326267010450753,0.028367351863221788,0.14729886403852988,8.183333333333334,0.1449763037265084,0.31801571736310436,60,Low
S0022,62.768719090358054,5.10117699177352,0.12803324940658087,0.373104701363249,0.3054483698995643,0.07264800394158472,0.23000340842932232,3.433333333333333,0.17638876198176293,0.29126503375750434,60,Low
S0023,61.49230622376068,4.4441105546573265,0.23689055997062278,0.6082993817742776,0.37240431708811905,0.5178518795801151,1.6921188915818708,6.2,0.3072492649148392,0.4920527313525754,60,Medium
S0024,41.8817210283757,5.065993714984749,0.224488923786453,0.5476135791426233,0.3682580525081051,0.7495835807557352,1.7186032959194768,18.933333333333334,0.3762123697918588,0.6059152748284977,60,Medium
S0025,48.877049622256344,5.074799666828378,0.23874270953586477,0.6352966961666593,0.36484098226648953,0.33110825637863245,1.4247110429106125,15.266666666666667,0.3154370306488644,0.49361588623683883,60,Medium
S0026,64.75645126106623,5.1591665875702795,0.07724593636393018,0.2977335118111138,0.1920102463289715,0.47230776927962437,1.5727242494929206,18.0,0.2210024566071124,0.4728196016187083,60,Medium
S0027,74.01418305198567,6.025543179083419,0.13223707272805899,0.4149291862097596,0.2836981200041605,0.2514573890242599,1.0027774270389853,15.516666666666667,0.23650981972520338,0.3799797630858633,60,Medium
S0028,67.81956966977981,6.04969260372124,0.1468772364013664,0.5523004666826681,0.2681356438927967,0.16873647964363014,0.5806987528743195,2.5166666666666666,0.18160542194451482,0.34807515685632656,60,Low
S0029,67.01701775877818,5.041969198810801,0.13575397656493807,0.3487174439778024,0.2880426627822105,0.47188568793842195,1.359669609759114,15.866666666666667,0.2678119708487452,0.4063668415511187,60,Medium
S0030,72.08834547476512,5.4240769606773425,0.12770445248773138,0.3818676171517958,0.26862615044351973,0.9608178175399339,1.9591333890494815,16.166666666666668,0.31970806077343067,0.5755289248607655,60,Medium
S0031,57.95875231507287,5.084257618083752,0.13671468526949399,0.3552012892799663,0.2899859935942531,1.042374002541154,1.986409769591625,14.883333333333333,0.3352036025622772,0.5234058968240461,60,Medium
S0032,52.805324948856374,4.940851125999183,0.18407814553414498,0.5761703774293465,0.3571727936486125,0.39512612127942737,1.4932999752171054,3.683333333333333,0.2573069745620353,0.4249349171982354,60,Medium
S0033,62.94328059350164,5.778328696345131,0.06706800868027298,0.2224881361550739,0.19646252601170133,0.9584536775600776,1.9539179806806983,9.966666666666667,0.24749991524712286,0.4493433759995924,60,Medium
S0034,56.08807684198358,5.109466875447312,0.34650844597065744,0.7271898829135977,0.48579269541901987,0.310921237957385,1.2508384334717324,6.35,0.36272738301251256,0.6163123597705598,60,Medium
S0035,76.77217136571898,4.881946504549103,0.16245505242301006,0.410963836906636,0.32819712816281904,0.47219165974351623,1.6094162216322152,11.633333333333333,0.27551643064935727,0.6105822434110622,60,Medium
S0036,62.40988643329089,5.232346177077664,0.15707598874881074,0.4528136604337378,0.3059296987094095,0.6576673362380527,1.9987790852604266,9.866666666666667,0.2825260078441058,0.5103080324818903,60,Medium
S0037,66.56947516237295,5.183968609256246,0.3373985345485591,0.7413287184609932,0.47230835716404357,0.2884133624117871,1.1920968039372575,21.233333333333334,0.4084606879736884,0.6067167142333373,60,High
S0038,41.371787955854955,4.850403320768958,0.12264501107175602,0.3039719125030148,0.2551343356011772,0.4295054240977306,1.446444517072739,20.55,0.26460919273621875,0.45943345867189705,60,Medium
S0039,76.70900324478632,5.129475602134992,0.20011923960031078,0.4887208787953644,0.35051716129377686,0.7513393362406877,1.9750394158020583,17.266666666666666,0.3543094374885133,0.580301451946549,60,Medium
S0040,60.268885372494694,5.188992262123104,0.08466425055220977,0.3775304665817171,0.20413721847548222,0.21367749503172126,0.8083533691348551,3.783333333333333,0.1422552303095121,0.2587356781695094,60,Low
S0041,65.25932170643387,5.281953612767577,0.16951732116404924,0.4756933114094213,0.2739931456783123,0.9810084528362276,1.9277091013067253,16.983333333333334,0.3441327271401281,0.5579333863861601,60,Medium
S0042,75.54100307595994,5.341532031900845,0.2594259251708107,0.5975660923440815,0.3909976367657525,1.1144095126168596,1.9798009135920709,2.25,0.3819858029971423,0.6004993325674108,60,Medium
S0043,73.84214790491761,4.906168054406037,0.16332282543990992,0.4903446260562357,0.3080484503640256,1.0154799007855553,1.9388444994802072,13.733333333333333,0.3443380272599083,0.6411706204306185,60,Medium
S0044,71.47650694650274,5.442208309098259,0.10008311427791562,0.3393540984156089,0.22445579524018128,0.8494152638435585,1.989646249655862,16.183333333333334,0.28025960718181037,0.5061226467498642,60,Medium
S0045,52.467814751304246,4.695511242250365,0.13573049797080353,0.3825935348849343,0.26218645803984686,0.20407869658817188,0.7759818331687598,5.15,0.1877030916710942,0.3156272079219205,60,Low
S0046,65.27551109862176,4.595603950985703,0.3027088582085761,0.6025333598019079,0.4261872716672627,0.7339631992138385,1.6273537012980892,4.783333333333333,0.37260658562299137,0.6660945685034814,60,Medium
S0047,72.0049275097084,4.418802691573128,0.06858242203619992,0.2421350770510698,0.21493084006965807,0.9280726496089228,1.9589013546214928,15.7,0.27199982476174694,0.4670897040629886,60,Medium
S0048,47.30769687609382,5.53664742274745,0.14329374922289645,0.3697638858071014,0.3010050830615328,0.5973902519411909,1.9236299774812298,8.75,0.2635429670148814,0.5566138407971666,60,Medium
S0049,85.16277505506386,4.812375401407411,0.08205018107289676,0.3470111905171885,0.18185001169004353,0.7425285624911581,1.8895459656261342,19.35,0.2581370421269545,0.46572376194149634,60,Medium
S0050,68.16760860580733,5.852125912884889,0.1481112391973059,0.3832348821348507,0.28442089734516435,0.6329669266975778,1.972255285389304,11.166666666666666,0.27347990138335904,0.45255934856581936,60,Medium
S0051,63.761472255062365,4.385124486092285,0.026843435051655054,0.1759262180987543,0.1765236414354326,0.5224621603003448,1.9892079029508711,18.25,0.20233441130576452,0.491112900888642,60,Medium
S0052,53.070334218392105,4.502903784209532,0.09142938476839621,0.311199575787955,0.21076264077748758,0.1601695147106806,0.7797012364811078,20.216666666666665,0.20303722348492753,0.2943114332400848,60,Medium
S0053,46.80902875630807,4.996392014415268,0.11804713911475577,0.3622398305387458,0.24658611448354462,0.8510870733612995,1.9537348277050994,17.616666666666667,0.3005182623033829,0.5007119783128388,60,Medium
S0054,69.91811682933385,5.134027016980711,0.25142931519200856,0.6790672948946223,0.42834488241600327,0.6021682650390594,1.8297171453205454,6.316666666666666,0.3421374810643192,0.5549442697239845,60,Medium
S0055,69.05763709385491,4.701341415037625,0.22179434101100692,0.4975190339552065,0.3752051005005919,0.9373367250361713,1.9991726631399445,5.683333333333334,0.3504230442950533,0.5900592084476421,60,Medium
S0056,45.00864536037277,4.663779608893292,0.1787717603933077,0.4922230604002716,0.3907135960212909,1.0145943481988615,1.98561592086034,19.816666666666666,0.40054646571760827,0.6210243719812081,60,High
S0057,69.71189555880365,5.418625924715842,0.12115169140435623,0.309312293270173,0.24634803475424416,0.2653815392678755,1.0561820702107603,14.983333333333333,0.21957263731649113,0.3789941034715282,60,Medium
S0058,72.35831461474915,5.341821920220225,0.13519790866004372,0.3249269627706189,0.24588717481619587,1.0025892692563743,1.9706917168735223,10.65,0.2994668057820776,0.4720220426727903,60,Medium
S0059,54.93875419189029,4.842376409585282,0.11098585793890008,0.3972960932229238,0.23919203063993813,0.45607688332030355,1.914678675186062,8.866666666666667,0.2138929110776413,0.459159271008607,60,Medium
S0060,47.10640763604592,5.94249453210806,0.22580230592331751,0.4994199679228421,0.34830302000654895,0.6077425347357956,1.9496065090321237,11.15,0.32295471236006035,0.5372266600011697,60,Medium
S0061,70.11268283055134,6.039856986882305,0.07173274942131935,0.2941684113214898,0.19772493548413345,0.863746856473254,1.9007437315668305,13.483333333333333,0.2513275854385315,0.4196951238087394,60,Medium
S0062,60.94523929762781,4.507996039020155,0.06426044268114887,0.3051684678831219,0.19994063375669488,0.12750140152782624,0.5238231396118312,13.55,0.15874134914193896,0.3038625887039467,60,Low
S0063,38.368910980264324,3.7453798730699606,0.10984801656648881,0.3123449317906422,0.23198040999967676,0.22314108401202262,0.8891913393403195,4.916666666666667,0.16822778888072876,0.3151292808577237,60,Low
S0064,63.64209539909988,5.5169603116843655,0.16978269810138907,0.4362200166611042,0.3281984513425375,0.1389582837616846,0.6219956799084811,18.883333333333333,0.26545040295750144,0.4289669054939268,60,Medium
S0065,62.45610520240096,5.475296778825243,0.08892990027336602,0.3510476983665843,0.24455083294038424,1.1057959522834246,1.9762300616434347,12.5,0.2994812374749304,0.5038065883383749,60,Medium
S0066,54.78213622727391,4.737855040797716,0.055138057948716075,0.2097839175657512,0.16456737919894318,0.8641683670679228,1.9711764803353817,23.083333333333332,0.27077871443298546,0.46792528432394975,60,Medium
S0067,59.41097773377946,5.276916768311899,0.10897618621234907,0.3344309826239096,0.2581994130194815,0.48255051261886595,1.7342660236412017,3.1166666666666667,0.20416648522607003,0.41374818363254945,60,Medium
S0068,69.04503063541289,4.9231783479974816,0.09818763905289174,0.3171912416721857,0.20855441133299119,0.5960348426715615,1.743961128147823,16.35,0.24384272290976003,0.4198862413643281,60,Medium
S0069,66.09993850654774,5.631402600336331,0.1861275671638758,0.4580026668547919,0.36865419857328763,0.5125149202060694,1.765308027046733,15.033333333333333,0.3163474922984983,0.5478791406744119,60,Medium
S0070,56.53179047196732,5.75574665064862,0.07877089901960511,0.2713398227930553,0.20320157979820766,0.4646289491098926,1.8270756698045636,2.4166666666666665,0.16954610398269584,0.3351775927618412,60,Low
S0071,58.10658404215488,5.602676622760076,0.10270820370404814,0.3278029166775309,0.2302192510177697,0.8695693921759381,1.9990388118060067,7.316666666666666,0.2530485775407207,0.487249166311422,60,Medium
S0072,50.4995753664067,4.9240375129440865,0.20841708271783502,0.4759535790631116,0.3467116608841839,0.9829887821936671,1.9873623234825653,16.716666666666665,0.38281700649360245,0.6456072446541692,60,Medium
S0073,69.56897284565083,5.471862246189403,0.06380401474980324,0.2296848167542747,0.17212655417782974,0.6694061437628224,1.9689781931282055,7.983333333333333,0.19514824201976147,0.37385681165567886,60,Low
S0074,68.59013981179656,5.426305049938873,0.059841983851742955,0.2837591306481076,0.1736610618999407,1.041133922075485,1.950605460474894,14.583333333333334,0.2647806047915417,0.4818989033736353,60,Medium
S0075,46.78186360489807,5.00425697922075,0.058745446863885074,0.2157426774989304,0.2088885616112908,0.8232625228716943,1.9411819078047083,4.283333333333333,0.21201521426458722,0.3997076295671884,60,Medium
S0076,74.43421940075486,5.411705582532772,0.11297271636166205,0.3448425337235098,0.2710973123364131,1.058282435980184,1.995243371522319,21.733333333333334,0.3476231009659054,0.5991169125575628,60,Medium
S0077,72.02922098155524,4.5715816060045205,0.09584861782366305,0.4027663629925042,0.2619407390410538,0.9757819750414157,1.9124397739013392,6.85,0.27117816953026463,0.5388271021763114,60,Medium
S0078,71.61767059022222,4.420321472948529,0.11008608654074258,0.3344574015426927,0.2652502012791563,1.121476490226986,1.9761374272079848,1.3166666666666667,0.2801406371691467,0.4189916988593827,60,Medium
S0079,62.36699200581795,4.606100240486051,0.12636980519911048,0.4020693864465907,0.28121463271433045,0.7081053686248996,1.9974457965973462,11.1,0.2726457665950829,0.4438967374766203,60,Medium
S0080,67.92896925692203,5.458067249993714,0.03789367182229752,0.174962172193565,0.15461924341268268,0.1930719730563115,0.6810996600676622,5.45,0.11101014257965842,0.24111381410220833,60,Low
S0081,69.1324472836292,5.02248115745748,0.07125336301030524,0.280756676417464,0.19319149299070826,0.33364862590397587,1.1972662820990678,4.85,0.15211393797170975,0.30013667341974126,60,Low
S0082,56.369669376154775,5.65360182594823,0.04897543992927184,0.2195163831432553,0.1918831845026175,0.17556184784424186,0.6332948781162981,17.8,0.17202843221089262,0.2887140349812987,60,Low
S0083,56.55108713538389,4.916805722821313,0.17253361120903685,0.4425882254423888,0.3262525885836418,0.4737168315412454,1.8278687065709913,13.983333333333333,0.288278372556257,0.543232518726887,60,Medium
S0084,57.53285446638061,5.630558601865332,0.1299253630069331,0.4573894152984981,0.2768943297676368,0.6450668374524349,1.8019668650181586,10.4,0.2624718463854199,0.4433410317048905,60,Medium
S0085,66.32563348714686,5.399696093171972,0.27619896922861914,0.6173582850694461,0.4312966803875937,0.6393514107070521,1.9396282949454644,4.016666666666667,0.3500674608246797,0.5814665486242362,60,Medium
S0086,62.767321909065004,5.50286927246944,0.2309944082408914,0.5868750695163534,0.36889970938408884,0.3068502791048732,1.0772245531529485,7.116666666666666,0.280112094907199,0.424656306591482,60,Medium
S0087,63.965449246145795,5.372621523382877,0.16487709143655718,0.4059861549714273,0.31133516471352274,0.032574798433304276,0.13483330705779029,10.666666666666666,0.213505533299088,0.3470468365335711,60,Medium
S0088,60.35512613894496,6.057387621811242,0.12932424701878772,0.3357661810803899,0.26967467978919774,0.7458781977153263,1.9798988123624932,10.983333333333333,0.2743478876458412,0.4914859356935609,60,Medium
S0089,59.046086487291994,6.358786178082368,0.17040153684289547,0.438971512151165,0.35050037207443646,0.62706129041565,1.9779077736070474,13.583333333333334,0.3125197163209469,0.520693466790981,60,Medium
S0090,62.059171689403826,5.165389881646349,0.13768952646368599,0.4061058136211776,0.2839509776954903,0.2525693181548137,1.2579829033132413,17.45,0.24641531851005957,0.41075587280498893,60,Medium
