submission_id,grade
SUB000000,64.21283852524893
SUB000001,65.05058322164567
SUB000002,64.31345268250806
SUB000003,74.25614382376234
SUB000004,67.13829359373017
SUB000005,74.58581999090588
SUB000006,67.68489590906522
SUB000007,72.81013413206358
SUB000008,70.44708042267683
SUB000009,75.23461740272421
SUB000010,73.94402038220201
SUB000011,69.29716994068191
SUB000012,70.27122058116922
SUB000013,58.99369469379579
SUB000014,71.38485464602378
SUB000015,55.777624602436944
SUB000016,56.903684504439994
SUB000017,61.055147696611826
SUB000018,73.52887111810345
SUB000019,59.91564664870064
SUB000020,72.1799446905906
SUB000021,67.00655547970031
SUB000022,63.678976851245984
SUB000023,66.83073311420254
SUB000024,65.2065654237436
SUB000025,71.0664072068685
SUB000026,74.22504532717083
SUB000027,71.33716944154034
SUB000028,72.1372555125988
SUB000029,65.01525670349567
SUB000030,67.94619507803056
SUB000031,69.96502488382806
SUB000032,70.21800011134663
SUB000033,74.8067987757474
SUB000034,70.50227329220787
SUB000035,71.45965566168114
SUB000036,77.55336395700301
SUB000037,68.55537712870951
SUB000038,70.6334276809168
SUB000039,64.9309867455214
SUB000040,75.2075927014126
SUB000041,68.17786561633903
SUB000042,75.20191349345568
SUB000043,69.38799680329761
SUB000044,76.28111735548318
SUB000045,68.22576660766195
SUB000046,68.35475802602868
SUB000047,73.76757417498972
SUB000048,72.8075776508588
SUB000049,74.24116958739495
SUB000050,67.78480915893698
SUB000051,63.262191668901394
SUB000052,64.87074482843694
SUB000053,82.37484943487617
SUB000054,79.56669180204769
SUB000055,65.74075630774472
SUB000056,67.85448927266967
SUB000057,73.77464464985856
SUB000058,71.14259010897679
SUB000059,64.81705060053541
SUB000060,54.61106165533502
SUB000061,50.44982253805618
SUB000062,57.51925312004211
SUB000063,51.43294637893229
SUB000064,59.598577157277724
SUB000065,56.52684162693336
SUB000066,48.08787783295226
SUB000067,41.79298067701088
SUB000068,51.2615013490963
SUB000069,55.97118989718321
SUB000070,48.96996833018463
SUB000071,45.18424083374067
SUB000072,46.987137387459875
SUB000073,46.189637471721014
SUB000074,49.23651053832584
SUB000075,61.03420150758827
SUB000076,43.827663826604564
SUB000077,42.845746440161854
SUB000078,58.49525846673385
SUB000079,58.17481420818146
SUB000080,58.020510053624385
SUB000081,51.66713132121634
SUB000082,57.901740807682394
SUB000083,50.51430566111521
SUB000084,52.95130138857545
SUB000085,57.389239368988555
SUB000086,50.0047704378998
SUB000087,56.996605381734874
SUB000088,49.035370365226946
SUB000089,48.9468776117846
SUB000090,54.496222984417464
SUB000091,53.630502213153065
SUB000092,52.02211930174309
SUB000093,52.86747617490695
SUB000094,60.21072177332023
SUB000095,62.49852431055246
SUB000096,49.442850566107296
SUB000097,56.378574708909795
SUB000098,55.08365700124703
SUB000099,58.63318677244774
SUB000100,56.066391253439676
SUB000101,50.35231821664762
SUB000102,57.85763585457268
SUB000103,61.69045131127207
SUB000104,56.96574007225834
SUB000105,51.508484916787225
SUB000106,45.70680445949231
SUB000107,56.282854975972455
SUB000108,63.747915567110915
SUB000109,63.38342652318197
SUB000110,50.575008246522955
SUB000111,52.140923344656834
SUB000112,51.44055746669064
SUB000113,39.28572467791123
SUB000114,56.997485887987125
SUB000115,46.45743688853671
SUB000116,50.16446767639985
SUB000117,44.898005874919136
SUB000118,57.531461064825685
SUB000119,56.04964819935679
SUB000120,57.01547506733904
SUB000121,56.58188469654935
SUB000122,63.308716365356545
SUB000123,61.151129735335125
SUB000124,68.58627469878188
SUB000125,56.45879351262386
SUB000126,67.95536020209609
SUB000127,54.433025729760914
SUB000128,55.004292030873415
SUB000129,65.64754088380727
SUB000130,56.57811853122802
SUB000131,66.62184764049415
SUB000132,60.4077421682442
SUB000133,66.48388137441324
SUB000134,47.59723250902794
SUB000135,59.96003597920719
SUB000136,59.95899991597788
SUB000137,62.35603735250768
SUB000138,52.48981477392226
SUB000139,69.52389252042852
SUB000140,60.89997026071488
SUB000141,68.1797635501049
SUB000142,65.33195808324506
SUB000143,62.26860973804999
SUB000144,59.277557849544614
SUB000145,65.59309396999096
SUB000146,61.79474024984015
SUB000147,70.46232970291915
SUB000148,63.06799498186287
SUB000149,59.92300497565204
SUB000150,65.45167035486585
SUB000151,61.70541440351892
SUB000152,71.40671910940914
SUB000153,61.31021313728364
SUB000154,69.30918446696211
SUB000155,61.92236195163727
SUB000156,63.75388993371949
SUB000157,68.95695245168162
SUB000158,64.88974481243801
SUB000159,63.65613212918105
SUB000160,62.48577237061246
SUB000161,57.62713848338823
SUB000162,64.33899910643919
SUB000163,66.93275515443715
SUB000164,71.52037606783655
SUB000165,60.322351114486246
SUB000166,58.64857303614495
SUB000167,64.51673199746713
SUB000168,68.23519773573322
SUB000169,70.39944484246885
SUB000170,69.60178753571329
SUB000171,65.66556358174871
SUB000172,67.58916309794007
SUB000173,56.09396403286469
SUB000174,75.73248555408391
SUB000175,52.35770020401923
SUB000176,65.42666833353913
SUB000177,55.79124619504544
SUB000178,63.81743002289213
SUB000179,53.60794468747363
SUB000180,56.59029575046098
SUB000181,54.43605167680903
SUB000182,55.11147320381552
SUB000183,55.792078393628124
SUB000184,50.658182621745105
SUB000185,65.6396247341622
SUB000186,56.64117080128115
SUB000187,63.93005034994992
SUB000188,58.96931978751348
SUB000189,56.84728871520421
SUB000190,64.83963237978146
SUB000191,59.52873610011166
SUB000192,58.87628001627158
SUB000193,51.4949293863084
SUB000194,53.435151856288165
SUB000195,60.61833391857456
SUB000196,51.93960989595622
SUB000197,62.22744905864657
SUB000198,65.49624254483413
SUB000199,61.63010593924027
SUB000200,62.90652710161004
SUB000201,62.307230110920095
SUB000202,50.7270824132043
SUB000203,43.74830513184635
SUB000204,54.50948850495204
SUB000205,65.67723417374046
SUB000206,66.5449779321325
SUB000207,52.791141722847414
SUB000208,58.897130756027316
SUB000209,55.620790337417475
SUB000210,60.29276817235973
SUB000211,59.53430965553968
SUB000212,55.49004693779079
SUB000213,62.97114977109953
SUB000214,68.39297364721612
SUB000215,62.9090790068734
SUB000216,55.01237641747632
SUB000217,47.76458314005781
SUB000218,58.383414015850434
SUB000219,52.17464246966319
SUB000220,59.99283154995009
SUB000221,57.54417390707588
SUB000222,55.002816169508364
SUB000223,59.72234564552164
SUB000224,51.60845295248751
SUB000225,62.05838534848899
SUB000226,61.85219084274355
SUB000227,56.005873852477016
SUB000228,55.26429601759274
SUB000229,62.280545825339175
SUB000230,59.570042746426495
SUB000231,61.541281541746415
SUB000232,53.89425408105687
SUB000233,51.210740896340326
SUB000234,53.89362350131046
SUB000235,59.43658042603865
SUB000236,56.46760874106105
SUB000237,57.535120021742316
SUB000238,61.46895179595363
SUB000239,58.95300335838434
SUB000240,53.74561617594377
SUB000241,52.09042339714344
SUB000242,52.868264996246154
SUB000243,60.93749759431058
SUB000244,53.75570750290064
SUB000245,53.13822743322227
SUB000246,56.98873476313139
SUB000247,50.91777582737133
SUB000248,53.76421467025681
SUB000249,53.75544240187314
SUB000250,58.35380146999082
SUB000251,64.18170821472611
SUB000252,58.02591248001338
SUB000253,52.96236352662571
SUB000254,59.162121938927186
SUB000255,50.98253450353752
SUB000256,63.53230294571707
SUB000257,51.37777354218338
SUB000258,57.78399352318683
SUB000259,57.27455106595911
SUB000260,67.05661090495592
SUB000261,58.266659134947105
SUB000262,55.01382734119254
SUB000263,52.22583262014497
SUB000264,55.72449361503668
SUB000265,70.61630459711716
SUB000266,64.89171900651121
SUB000267,59.304866888687606
SUB000268,64.80037531858403
SUB000269,63.10208215619539
SUB000270,59.3369291656574
SUB000271,56.274190051194694
SUB000272,60.01748308334397
SUB000273,62.18176048578449
SUB000274,63.33558773630632
SUB000275,60.79513788024309
SUB000276,67.69724167560665
SUB000277,62.181186424628116
SUB000278,64.75618210670103
SUB000279,70.97204784050511
SUB000280,56.98941101755722
SUB000281,53.930017004453525
SUB000282,61.28516684832723
SUB000283,64.87202667009291
SUB000284,62.76830169628685
SUB000285,60.41542186746185
SUB000286,53.012316424194246
SUB000287,60.60063717331389
SUB000288,62.88952199553765
SUB000289,55.613215410827905
SUB000290,63.579470617883274
SUB000291,56.83998224626427
SUB000292,56.11548055870357
SUB000293,53.99841156569987
SUB000294,52.2067376101244
SUB000295,55.46688350306256
SUB000296,52.779025370230016
SUB000297,64.71695050942401
SUB000298,55.80545061867402
SUB000299,54.564887130557295
SUB000300,70.54780783247001
SUB000301,78.64963092492432
SUB000302,68.81208894231843
SUB000303,70.12871872372438
SUB000304,80.79521008467452
SUB000305,72.149065098355
SUB000306,58.10426542856563
SUB000307,74.93838323063957
SUB000308,77.96928544890136
SUB000309,76.59967392873281
SUB000310,67.65885120366309
SUB000311,74.59592427857044
SUB000312,71.7867107906704
SUB000313,70.69237944461261
SUB000314,74.04795571882022
SUB000315,72.28103688072605
SUB000316,72.83368240846832
SUB000317,67.78802961446534
SUB000318,73.57050804143451
SUB000319,69.0449642465249
SUB000320,64.31264302449719
SUB000321,74.09286512567165
SUB000322,70.0227261726739
SUB000323,77.5414143080878
SUB000324,74.4031498445514
SUB000325,78.38666318015669
SUB000326,66.3754607320225
SUB000327,74.21390546891807
SUB000328,69.85566806049363
SUB000329,69.3714714835075
SUB000330,70.26858187099688
SUB000331,68.92774168338316
SUB000332,72.84927389141956
SUB000333,72.09221428804166
SUB000334,69.79563881147973
SUB000335,75.22113152162427
SUB000336,70.39333134837997
SUB000337,79.3303276527264
SUB000338,78.56356552172859
SUB000339,72.22065832382519
SUB000340,66.66484613453342
SUB000341,71.50660123290511
SUB000342,76.53649758790647
SUB000343,72.23861092550959
SUB000344,71.12359799724052
SUB000345,67.05397193834337
SUB000346,72.08286003234844
SUB000347,68.0111990065755
SUB000348,76.03518765330446
SUB000349,76.70443002665235
SUB000350,81.22863041809056
SUB000351,75.35472420541151
SUB000352,74.37349229254465
SUB000353,68.59409275729836
SUB000354,71.93622794535862
SUB000355,68.2815010791046
SUB000356,68.74222120185284
SUB000357,76.636406007875
SUB000358,75.22734195005557
SUB000359,66.9892450053024
SUB000360,66.66524678939061
SUB000361,55.2571421948605
SUB000362,69.02972981076933
SUB000363,59.585756048927266
SUB000364,53.85297037735651
SUB000365,58.51991574108307
SUB000366,67.4442070784472
SUB000367,57.45838963150194
SUB000368,67.80109091443964
SUB000369,64.28757866380059
SUB000370,66.36935329404315
SUB000371,66.45679864595023
SUB000372,58.74118150662474
SUB000373,55.98256041179355
SUB000374,63.369705080030386
SUB000375,58.383049610739015
SUB000376,60.01935503428404
SUB000377,59.303851527004085
SUB000378,64.12497181004882
SUB000379,68.80232682418796
SUB000380,63.85599425536218
SUB000381,57.01542185579228
SUB000382,71.20610383054161
SUB000383,68.98335055034256
SUB000384,59.55724653304669
SUB000385,69.81145387270307
SUB000386,73.23726441024988
SUB000387,64.75110469944495
SUB000388,62.815739300713915
SUB000389,64.61639898662065
SUB000390,60.11325049618706
SUB000391,55.455221601973896
SUB000392,57.31151240265983
SUB000393,65.79194867639362
SUB000394,70.98412050392022
SUB000395,61.3310781307087
SUB000396,75.88628442407202
SUB000397,56.72229649013025
SUB000398,56.43704747241159
SUB000399,65.47479325511974
SUB000400,66.29101431696643
SUB000401,60.78183654876488
SUB000402,68.24954423263813
SUB000403,70.919939846953
SUB000404,65.66220592131853
SUB000405,64.54119739177257
SUB000406,64.86340091835147
SUB000407,62.213477623853564
SUB000408,59.42358943997443
SUB000409,62.05822870937491
SUB000410,67.2094878680718
SUB000411,60.5589479034822
SUB000412,58.89038910154277
SUB000413,66.1608068432279
SUB000414,60.3498103345494
SUB000415,57.811252989871534
SUB000416,59.89368124753486
SUB000417,68.54264302567793
SUB000418,69.29765782658153
SUB000419,61.899100495619415
SUB000420,55.55049955027994
SUB000421,62.09815045896526
SUB000422,64.49947247863071
SUB000423,64.14017675300732
SUB000424,58.72613519765399
SUB000425,66.36211314531079
SUB000426,57.81537320729234
SUB000427,58.83182135667733
SUB000428,62.59852112853387
SUB000429,64.30123276646397
SUB000430,64.30119168742466
SUB000431,58.19553985170642
SUB000432,70.17793680229951
SUB000433,54.61327171342694
SUB000434,62.23319718874587
SUB000435,61.843335439898254
SUB000436,55.31508701520677
SUB000437,51.44542023811623
SUB000438,63.990070607669395
SUB000439,49.941854564809404
SUB000440,62.0022090853522
SUB000441,60.12475159579129
SUB000442,67.42805939526795
SUB000443,67.70454211595954
SUB000444,61.17983501199084
SUB000445,59.94270685901571
SUB000446,70.6384308885977
SUB000447,64.05065067652278
SUB000448,57.51072967957238
SUB000449,61.154234643631
SUB000450,62.77791645805603
SUB000451,62.3918894810622
SUB000452,64.60332682050276
SUB000453,73.99219705675121
SUB000454,74.49029103037594
SUB000455,66.68849163775639
SUB000456,63.826667653237415
SUB000457,65.40690369462163
SUB000458,62.52070149798801
SUB000459,60.18854181219124
SUB000460,56.110487576026685
SUB000461,66.37659620175499
SUB000462,62.60156207051409
SUB000463,61.493273328186916
SUB000464,58.57162476796956
SUB000465,72.66663994543742
SUB000466,63.35687434365756
SUB000467,66.47701327936615
SUB000468,66.37279460287468
SUB000469,61.7126399667777
SUB000470,66.29232568946476
SUB000471,63.837522692069484
SUB000472,57.73488360799176
SUB000473,51.257826420180244
SUB000474,71.69971014276514
SUB000475,55.17156817911455
SUB000476,61.31552234438369
SUB000477,55.760058669266016
SUB000478,59.810925415709185
SUB000479,59.8895439053772
SUB000480,54.02711433245616
SUB000481,52.84846244585811
SUB000482,56.01152237201655
SUB000483,55.79434613564236
SUB000484,51.49142047841888
SUB000485,58.03202935575796
SUB000486,54.30834495148615
SUB000487,68.09455180190326
SUB000488,48.39313794198576
SUB000489,60.34363766193445
SUB000490,59.62993556606659
SUB000491,62.487874846462
SUB000492,51.59520532724312
SUB000493,52.232641813551574
SUB000494,49.47975845406989
SUB000495,60.707330173316514
SUB000496,65.2737398972401
SUB000497,58.04169122186568
SUB000498,55.88643626762806
SUB000499,58.56554665560098
SUB000500,59.40718884089564
SUB000501,55.6954088806373
SUB000502,53.81550547549683
SUB000503,63.57811475854635
SUB000504,59.247956306827696
SUB000505,61.40080778843797
SUB000506,52.84479892066845
SUB000507,54.583004070152356
SUB000508,53.030435752278095
SUB000509,57.20701366357065
SUB000510,66.21075428212151
SUB000511,51.447174266000744
SUB000512,53.21877602704271
SUB000513,54.20363648501184
SUB000514,56.37428033670959
SUB000515,64.1872967263532
SUB000516,63.24801826646325
SUB000517,55.81575300114043
SUB000518,51.94768708565742
SUB000519,59.412866864494724
SUB000520,54.25583009203328
SUB000521,54.65610130672847
SUB000522,60.8466859453024
SUB000523,61.601831966077036
SUB000524,52.05340105338096
SUB000525,57.551886199350605
SUB000526,47.26537272421218
SUB000527,65.43508995313778
SUB000528,57.15620260530783
SUB000529,67.20662057251053
SUB000530,49.951829563285436
SUB000531,40.319980261784785
SUB000532,58.363144432956425
SUB000533,50.336838985596515
SUB000534,64.31592364492039
SUB000535,66.41163162296982
SUB000536,70.15793631900429
SUB000537,58.74494476260954
SUB000538,54.01356145805698
SUB000539,54.96183297624031
SUB000540,60.10192601365224
SUB000541,50.92792028773238
SUB000542,56.636119171392636
SUB000543,57.31668971683557
SUB000544,55.783739290832315
SUB000545,61.801499465942285
SUB000546,55.73053167368239
SUB000547,57.07070178984477
SUB000548,62.47172609649811
SUB000549,65.02493355031707
SUB000550,66.68732193630537
SUB000551,65.80219963266882
SUB000552,63.0992464355075
SUB000553,57.53211404940097
SUB000554,56.87502959975669
SUB000555,50.13522135400964
SUB000556,55.09976383610213
SUB000557,50.92944614878117
SUB000558,59.018620685661034
SUB000559,61.01652855126976
SUB000560,63.01436449596974
SUB000561,60.768934577438564
SUB000562,64.66497604263547
SUB000563,64.92904562415785
SUB000564,64.18994492322526
SUB000565,68.96128522847198
SUB000566,67.8205172581839
SUB000567,61.778389544231025
SUB000568,61.79926150324328
SUB000569,56.89890828746868
SUB000570,59.36624961655903
SUB000571,60.518267093108264
SUB000572,48.367341427014374
SUB000573,63.14639497975947
SUB000574,60.43303549024567
SUB000575,66.03379970689407
SUB000576,56.572970472782714
SUB000577,58.51022472251575
SUB000578,69.05135064246942
SUB000579,61.722122851250674
SUB000580,61.92864355412934
SUB000581,63.654099365907314
SUB000582,56.12314105321201
SUB000583,59.025018496714615
SUB000584,60.16303941438444
SUB000585,64.90529677846466
SUB000586,57.18046367602461
SUB000587,57.14128999605161
SUB000588,56.80471823606046
SUB000589,60.59113040512269
