submission_id,avg_sentence_length,readability_score,vocab_richness
SUB000000,20.38068066350681,72.21043622364816,0.5989863154061479
SUB000001,21.565686488710497,64.85081715182943,0.6918306127622051
SUB000002,20.44120575943153,67.0250915585255,0.6491985332918175
SUB000003,21.36867230800657,65.1056905133666,0.7339993113958124
SUB000004,18.324571989154563,65.35753320032421,0.6533668113085974
SUB000005,20.393287846611464,59.643235546884306,0.790427517620923
SUB000006,18.63355092335396,56.78905244986493,0.7326284119066531
SUB000007,17.695943513903348,57.659118983752265,0.6459414647612839
SUB000008,21.786969255543255,61.267362697911324,0.6133446641704894
SUB000009,20.77224089280441,58.146807567062964,0.6847409185265585
SUB000010,23.787978163212713,67.2127022372236,0.7262529274427896
SUB000011,17.520527243000906,63.76917281774532,0.6237014129717255
SUB000012,19.720130759608754,58.59807045447908,0.6649098694694126
SUB000013,17.51713312149296,58.939200619036214,0.6615557971325408
SUB000014,18.82689717176695,57.307418211220984,0.7165279174674686
SUB000015,20.39975578919283,65.73473301390348,0.7429409675856177
SUB000016,19.618328354629327,59.098637468079005,0.665216040222092
SUB000017,18.759928643884884,61.1841111159936,0.6663023288089521
SUB000018,21.11938113122564,63.70294608578146,0.7392901114842418
SUB000019,20.318489980009662,62.26091143109171,0.6388214289157832
SUB000020,19.230440309636005,66.01861591210768,0.6715272714212848
SUB000021,18.35600903436217,58.8306934750668,0.7154072479320628
SUB000022,16.71765264697028,61.96956851125809,0.6158422385256801
SUB000023,18.500416569337883,59.968851405867056,0.6740237094696142
SUB000024,22.417336751873282,69.39110947958727,0.6165427611242608
SUB000025,19.559257741830177,71.89592055122615,0.7270473360009355
SUB000026,14.578070072251606,58.08832256943926,0.7218031701985198
SUB000027,16.772949177897317,63.304663446805094,0.6484617296300135
SUB000028,20.462340126675738,66.12315756078263,0.66204680611614
SUB000029,20.612948689905764,64.63819168982796,0.7266634226765027
SUB000030,18.542340663938752,61.77785507964842,0.7393822190196192
SUB000031,20.56224656942036,72.84048247705364,0.7180616422450911
SUB000032,23.00298255831153,72.41112563454364,0.742427672207709
SUB000033,23.264417698914286,62.2076988044992,0.770834309964086
SUB000034,21.896369332680354,67.7604640765185,0.6997033457329134
SUB000035,18.066295574323636,64.47335143706873,0.6027202312775841
SUB000036,18.618053860928054,63.04126234707031,0.6485273118965815
SUB000037,20.611073183238233,62.47034534664526,0.7629274610773777
SUB000038,21.8589373051297,66.11845375821864,0.7119726234172282
SUB000039,17.970264292479612,67.00875508095216,0.7783053790956219
SUB000040,19.290639621648033,57.39870737325947,0.7608428904588984
SUB000041,23.173706073743745,67.75498462430248,0.7874101855550288
SUB000042,19.111509924070603,68.51770214667172,0.6634895758793371
SUB000043,15.984530649787999,70.28206900439459,0.797123561858827
SUB000044,19.76853963183201,58.53438759860788,0.6539388738239066
SUB000045,21.92558094931992,73.93106953229213,0.6926230828410675
SUB000046,20.378146429173672,64.98704268017589,0.7243752488580983
SUB000047,21.723167416699717,67.01447251694331,0.7202136279621509
SUB000048,18.008151779310374,60.836525237811514,0.65471626758305
SUB000049,18.52595937125685,62.779683889138035,0.7126735642594081
SUB000050,20.07858446490965,64.34057828198466,0.7168940355035919
SUB000051,17.938814724576226,66.05636767622835,0.6043905692539673
SUB000052,17.88975871262325,57.606941744507914,0.6979809273849157
SUB000053,20.42339117983948,58.004204620888274,0.7129719606832235
SUB000054,26.00755623675941,53.98505030165869,0.7023040314338912
SUB000055,20.600029239832594,63.83274184910038,0.6799522803510828
SUB000056,18.745779718771832,67.06891018926699,0.6680967148985937
SUB000057,23.22223267852634,66.87656155513656,0.6452259115721701
SUB000058,20.797994298660136,68.75695677656053,0.7421669662358222
SUB000059,19.88110534115604,71.54528381886351,0.6065518592668189
SUB000060,9.625857256498376,47.59216888355664,0.3886012639989773
SUB000061,12.637813953565017,47.92914128304778,0.3654599323099537
SUB000062,12.345436911955002,51.557090305746144,0.2788292289841575
SUB000063,13.48921502532447,53.439101121337366,0.32727879134057497
SUB000064,10.259919424306203,47.22448367261065,0.40279085935688447
SUB000065,15.874648545205673,41.330161336330406,0.44624187813586436
SUB000066,15.64519438572653,51.584318363058635,0.47407028079047187
SUB000067,16.97812373837801,59.616356070146196,0.5175597344760752
SUB000068,12.978025079653737,56.280278063754686,0.3256757389101115
SUB000069,14.758178383689739,51.19856717161406,0.4989348299554618
SUB000070,12.708335849023724,52.24902882690014,0.41250125391727305
SUB000071,15.25922091081913,52.048131875719235,0.46831697312908704
SUB000072,12.674734675670386,50.87702826394549,0.4351951423244123
SUB000073,16.710627750291515,44.92630989193557,0.44366409829499914
SUB000074,10.261266018117924,47.44922838453716,0.45879883286823014
SUB000075,14.85005358651983,52.87402020134585,0.5421667846630186
SUB000076,13.055018487323245,41.62418268163669,0.38682651166024384
SUB000077,16.076029629213444,55.89768701992215,0.4070864997635871
SUB000078,17.317495199804142,56.50801585149799,0.4100000839988969
SUB000079,13.941659101232567,63.6203905717245,0.4426145927668159
SUB000080,17.662451605461875,46.76538595221513,0.34847196787705537
SUB000081,14.158896828822376,49.207612215290965,0.4019364566423171
SUB000082,14.014760482340678,46.494454563659005,0.42061605611503117
SUB000083,14.764840514137358,47.35495091327328,0.4457303248223429
SUB000084,12.861259655042023,52.889876157631484,0.34251117919452
SUB000085,11.254113508262492,54.4770243751177,0.3657053866013204
SUB000086,14.095395961024323,54.79835963082107,0.3761740005086317
SUB000087,13.553883096777248,43.53521164230058,0.4785265524961182
SUB000088,14.721145508248908,47.39245014493026,0.3824714473941703
SUB000089,10.358162103695674,55.0424829340807,0.3461167762093709
SUB000090,18.610443590480962,45.63957242750376,0.36014260116180213
SUB000091,16.820706473865798,46.25486055506987,0.3990458245586292
SUB000092,18.791531203847697,59.85658169633257,0.35228214249770207
SUB000093,11.155785349784878,46.28029799331525,0.3640148425943565
SUB000094,11.608608494188429,53.12097791189705,0.46449842505060973
SUB000095,13.013533935532415,50.953479457740414,0.3760194169986805
SUB000096,15.838898131414185,55.121691489489436,0.35349091148891715
SUB000097,16.387096444822078,53.506518460772206,0.4240979219662892
SUB000098,14.525742249629525,55.7915213785899,0.46731234412561007
SUB000099,14.068529899968269,48.279664002493924,0.3592220678836161
SUB000100,15.7677461215061,45.9876927812805,0.40592934333493347
SUB000101,13.738944534466029,43.25045163546568,0.45704801148518903
SUB000102,14.230809477699502,51.06313397798583,0.40913024068055565
SUB000103,16.828597753209834,50.866019022654385,0.3986954909321011
